A_YEAR: Year of survey,B_COUNTRY: ISO 3166-1 numeric country code,N_REGION_ISO: Region ISO 3166-2,H_URBRURAL: Urban-Rural,S_INTLANGUAGE: Language in which interview was conducted,Q260: Sex,Q262: Age,X003R: Age recoded (6 intervals),Q272: Language at home,Q273: Marital status,Q275R: Highest educational level: Respondent (recoded into 3 groups),Q279: Employment status,Q287: Social class (subjective),Q289: Religious denominations - major groups,Counts
2023,India,IN-BR Bihar,Urban,Hindi,Male,30,25-34,Hindi,Married,Lower,Full time (30 hours a week or more),Working class,Hindu,1
2023,India,IN-BR Bihar,Urban,Hindi,Male,32,25-34,Hindi,Married,Higher,Unemployed,Upper middle class,Hindu,1
2023,India,IN-BR Bihar,Urban,Hindi,Male,33,25-34,Hindi,Married,Higher,Full time (30 hours a week or more),Upper middle class,Hindu,1
2023,India,IN-BR Bihar,Urban,Hindi,Male,37,35-44,Hindi,Married,Middle,Full time (30 hours a week or more),Upper class,Muslim,1
2023,India,IN-BR Bihar,Urban,Hindi,Male,38,35-44,Hindi,Married,Lower,Part time (less than 30 hours a week),Upper class,Hindu,1
2023,India,IN-BR Bihar,Urban,Hindi,Male,40,35-44,Hindi,Married,Middle,Self employed,Working class,Hindu,1
2023,India,IN-BR Bihar,Urban,Hindi,Male,41,35-44,Hindi,Married,Higher,Part time (less than 30 hours a week),Upper middle class,Hindu,1
2023,India,IN-BR Bihar,Urban,Hindi,Male,42,35-44,Hindi,Married,Middle,Self employed,Working class,Hindu,1
2023,India,IN-BR Bihar,Urban,Hindi,Male,42,35-44,Hindi,Married,Middle,Unemployed,Upper middle class,Hindu,1
2023,India,IN-BR Bihar,Urban,Hindi,Male,44,35-44,Hindi,Married,Lower,Unemployed,Upper middle class,Hindu,1
2023,India,IN-BR Bihar,Urban,Hindi,Male,46,45-54,Hindi,Married,Higher,Part time (less than 30 hours a week),Upper middle class,Hindu,1
2023,India,IN-BR Bihar,Urban,Hindi,Male,47,45-54,Hindi,Married,Lower,Full time (30 hours a week or more),Upper class,Hindu,1
2023,India,IN-BR Bihar,Urban,Hindi,Male,49,45-54,Hindi,Married,Middle,Self employed,Upper middle class,Hindu,1
2023,India,IN-BR Bihar,Urban,Hindi,Male,52,45-54,Hindi,Married,Lower,Full time (30 hours a week or more),Upper middle class,Hindu,1
2023,India,IN-BR Bihar,Urban,Hindi,Male,53,45-54,"Punjabi, Panjabi",Married,Middle,Student,Lower middle class,Hindu,1
2023,India,IN-BR Bihar,Urban,Hindi,Male,56,55-64,Hindi,Married,Lower,Self employed,Upper class,Muslim,1
2023,India,IN-BR Bihar,Urban,Hindi,Male,60,55-64,Hindi,Married,Lower,Homemaker not otherwise employed,Upper middle class,Hindu,1
2023,India,IN-BR Bihar,Urban,Hindi,Male,60,55-64,Hindi,Married,Middle,Unemployed,Upper middle class,Hindu,1
2023,India,IN-BR Bihar,Urban,Hindi,Male,64,55-64,Hindi,Married,Lower,Unemployed,Upper middle class,Hindu,1
2023,India,IN-DL Delhi,Rural,Hindi,Female,16,16-24,Hindi,Single,Middle,Student,Lower middle class,Hindu,1
2023,India,IN-DL Delhi,Rural,Hindi,Female,16,16-24,Hindi,Single,Middle,Student,Upper middle class,Hindu,1
2023,India,IN-DL Delhi,Rural,Hindi,Female,16,16-24,Hindi,Single,Middle,Student,Upper middle class,Other,1
2023,India,IN-DL Delhi,Rural,Hindi,Female,17,16-24,Hindi,Single,Middle,Student,Lower middle class,Muslim,2
2023,India,IN-DL Delhi,Rural,Hindi,Female,17,16-24,Hindi,Single,Middle,Student,Upper middle class,Hindu,3
2023,India,IN-DL Delhi,Rural,Hindi,Female,20,16-24,Hindi,Single,Higher,Student,Lower middle class,Hindu,1
2023,India,IN-DL Delhi,Rural,Hindi,Female,21,16-24,Hindi,Single,Higher,Student,Upper middle class,Hindu,2
2023,India,IN-DL Delhi,Rural,Hindi,Female,22,16-24,Hindi,Single,Higher,Student,Lower middle class,Hindu,1
2023,India,IN-DL Delhi,Rural,Hindi,Female,22,16-24,"Punjabi, Panjabi",Single,Higher,Student,Upper middle class,Other,1
2023,India,IN-DL Delhi,Rural,Hindi,Female,23,16-24,Hindi,Living together as married,Middle,Homemaker not otherwise employed,Lower middle class,Hindu,1
2023,India,IN-DL Delhi,Rural,Hindi,Female,24,16-24,Hindi,Living together as married,Higher,Homemaker not otherwise employed,Upper middle class,Hindu,1
2023,India,IN-DL Delhi,Rural,Hindi,Female,25,25-34,Hindi,Living together as married,Higher,Homemaker not otherwise employed,Upper middle class,Hindu,1
2023,India,IN-DL Delhi,Rural,Hindi,Female,25,25-34,Hindi,Single,Lower,Unemployed,Lower middle class,Hindu,1
2023,India,IN-DL Delhi,Rural,Hindi,Female,26,25-34,Hindi,Living together as married,Higher,Homemaker not otherwise employed,Upper middle class,Hindu,1
2023,India,IN-DL Delhi,Rural,Hindi,Female,28,25-34,Hindi,Single,Middle,Unemployed,Upper middle class,Catholic (Roman/Greek/etc),1
2023,India,IN-DL Delhi,Rural,Hindi,Female,31,25-34,Hindi,Living together as married,Higher,Homemaker not otherwise employed,Lower middle class,Hindu,1
2023,India,IN-DL Delhi,Rural,Hindi,Female,31,25-34,Hindi,Living together as married,Middle,Homemaker not otherwise employed,Upper middle class,Hindu,1
2023,India,IN-DL Delhi,Rural,Hindi,Female,32,25-34,Hindi,Single,Higher,Full time (30 hours a week or more),Lower middle class,Hindu,1
2023,India,IN-DL Delhi,Rural,Hindi,Female,32,25-34,Hindi,Single,Higher,Self employed,Upper middle class,Hindu,1
2023,India,IN-DL Delhi,Rural,Hindi,Female,34,25-34,Hindi,Living together as married,Higher,Homemaker not otherwise employed,Lower middle class,Hindu,1
2023,India,IN-DL Delhi,Rural,Hindi,Female,37,35-44,Hindi,Living together as married,Higher,Homemaker not otherwise employed,Lower middle class,Hindu,1
2023,India,IN-DL Delhi,Rural,Hindi,Female,37,35-44,Hindi,Living together as married,Middle,Homemaker not otherwise employed,Lower middle class,Hindu,1
2023,India,IN-DL Delhi,Rural,Hindi,Female,38,35-44,Hindi,Living together as married,Lower,Homemaker not otherwise employed,Lower middle class,Hindu,1
2023,India,IN-DL Delhi,Rural,Hindi,Female,41,35-44,Hindi,Married,Higher,Part time (less than 30 hours a week),Upper middle class,Hindu,1
2023,India,IN-DL Delhi,Rural,Hindi,Female,42,35-44,Hindi,Living together as married,Middle,Homemaker not otherwise employed,Lower middle class,Hindu,2
2023,India,IN-DL Delhi,Rural,Hindi,Female,42,35-44,Other,Living together as married,Higher,Homemaker not otherwise employed,Lower middle class,Hindu,1
2023,India,IN-DL Delhi,Rural,Hindi,Female,46,45-54,Hindi,Living together as married,Middle,Homemaker not otherwise employed,Lower middle class,Hindu,1
2023,India,IN-DL Delhi,Rural,Hindi,Female,47,45-54,Hindi,Living together as married,Lower,Homemaker not otherwise employed,Upper middle class,Hindu,1
2023,India,IN-DL Delhi,Rural,Hindi,Female,48,45-54,Hindi,Living together as married,Middle,Homemaker not otherwise employed,Upper middle class,Hindu,1
2023,India,IN-DL Delhi,Rural,Hindi,Female,48,45-54,Hindi,Widowed,Lower,Homemaker not otherwise employed,Lower middle class,Hindu,1
2023,India,IN-DL Delhi,Rural,Hindi,Female,50,45-54,Hindi,Living together as married,Middle,Homemaker not otherwise employed,Lower middle class,Hindu,1
2023,India,IN-DL Delhi,Rural,Hindi,Female,51,45-54,Hindi,Married,Middle,Self employed,Lower middle class,Muslim,1
2023,India,IN-DL Delhi,Rural,Hindi,Female,51,45-54,Other,Married,Middle,Other,Lower middle class,Hindu,1
2023,India,IN-DL Delhi,Rural,Hindi,Female,53,45-54,Hindi,Widowed,Middle,Homemaker not otherwise employed,Lower middle class,Hindu,1
2023,India,IN-DL Delhi,Rural,Hindi,Female,56,55-64,Hindi,Widowed,Lower,Homemaker not otherwise employed,Lower middle class,Hindu,1
2023,India,IN-DL Delhi,Rural,Hindi,Female,56,55-64,Hindi,Widowed,Middle,Homemaker not otherwise employed,Lower middle class,Hindu,1
2023,India,IN-DL Delhi,Rural,Hindi,Female,57,55-64,Hindi,Widowed,Middle,Homemaker not otherwise employed,Lower middle class,Hindu,1
2023,India,IN-DL Delhi,Rural,Hindi,Female,58,55-64,Hindi,Widowed,Lower,Homemaker not otherwise employed,Lower middle class,Hindu,1
2023,India,IN-DL Delhi,Rural,Hindi,Female,58,55-64,Hindi,Widowed,Lower,Retired/pensioned,Lower middle class,Hindu,1
2023,India,IN-DL Delhi,Rural,Hindi,Female,61,55-64,Other,Married,Middle,Homemaker not otherwise employed,Upper middle class,Hindu,1
2023,India,IN-DL Delhi,Rural,Hindi,Female,68,65 and more years,Hindi,Widowed,Higher,Retired/pensioned,Lower middle class,Hindu,1
2023,India,IN-DL Delhi,Rural,Hindi,Female,68,65 and more years,Hindi,Widowed,Lower,Self employed,Lower middle class,Hindu,1
2023,India,IN-DL Delhi,Rural,Hindi,Male,16,16-24,Other,Single,Middle,Self employed,Lower middle class,Muslim,1
2023,India,IN-DL Delhi,Rural,Hindi,Male,17,16-24,Hindi,Single,Middle,Student,Lower middle class,Hindu,2
2023,India,IN-DL Delhi,Rural,Hindi,Male,17,16-24,Hindi,Single,Middle,Student,Upper middle class,Hindu,1
2023,India,IN-DL Delhi,Rural,Hindi,Male,18,16-24,Hindi,Single,Higher,Student,Lower middle class,Hindu,1
2023,India,IN-DL Delhi,Rural,Hindi,Male,19,16-24,Hindi,Single,Higher,Student,Lower middle class,Hindu,1
2023,India,IN-DL Delhi,Rural,Hindi,Male,28,25-34,Hindi,Single,Higher,Full time (30 hours a week or more),Upper middle class,Hindu,1
2023,India,IN-DL Delhi,Rural,Hindi,Male,30,25-34,Hindi,Single,Middle,Student,Lower middle class,Hindu,1
2023,India,IN-DL Delhi,Rural,Hindi,Male,31,25-34,Hindi,Married,Higher,Full time (30 hours a week or more),Lower middle class,Hindu,1
2023,India,IN-DL Delhi,Rural,Hindi,Male,37,35-44,Hindi,Living together as married,Higher,Full time (30 hours a week or more),Lower middle class,Hindu,1
2023,India,IN-DL Delhi,Rural,Hindi,Male,37,35-44,Hindi,Living together as married,Higher,Full time (30 hours a week or more),Upper middle class,Hindu,1
2023,India,IN-DL Delhi,Rural,Hindi,Male,37,35-44,Hindi,Married,Higher,Self employed,Upper middle class,Hindu,1
2023,India,IN-DL Delhi,Rural,Hindi,Male,49,45-54,Hindi,Living together as married,Middle,Full time (30 hours a week or more),Lower middle class,Hindu,1
2023,India,IN-DL Delhi,Rural,Hindi,Male,52,45-54,Hindi,Living together as married,Middle,Full time (30 hours a week or more),Lower middle class,Hindu,1
2023,India,IN-DL Delhi,Rural,Hindi,Male,55,55-64,Hindi,Living together as married,Higher,Self employed,Working class,Hindu,1
2023,India,IN-DL Delhi,Rural,Hindi,Male,59,55-64,Hindi,Married,Lower,Retired/pensioned,Working class,Hindu,1
2023,India,IN-DL Delhi,Rural,Hindi,Male,60,55-64,Hindi,Living together as married,Lower,Retired/pensioned,Working class,Hindu,1
2023,India,IN-DL Delhi,Rural,Hindi,Male,62,55-64,Hindi,Married,Middle,Retired/pensioned,Working class,Hindu,1
2023,India,IN-DL Delhi,Rural,Hindi,Male,63,55-64,Hindi,Married,Middle,Self employed,Lower middle class,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Female,16,16-24,Hindi,Single,Middle,Student,Lower middle class,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Female,16,16-24,Hindi,Single,Middle,Student,Upper middle class,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Female,16,16-24,Other,Single,Middle,Student,Lower middle class,Muslim,1
2023,India,IN-DL Delhi,Urban,Hindi,Female,16,16-24,"Punjabi, Panjabi",Single,Middle,Student,Lower middle class,Other,1
2023,India,IN-DL Delhi,Urban,Hindi,Female,17,16-24,Hindi,Single,Middle,Homemaker not otherwise employed,Lower middle class,Muslim,1
2023,India,IN-DL Delhi,Urban,Hindi,Female,17,16-24,Hindi,Single,Middle,Student,Upper middle class,Hindu,2
2023,India,IN-DL Delhi,Urban,Hindi,Female,17,16-24,Hindi,Single,Middle,Student,Working class,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Female,17,16-24,Hindi,Single,Middle,Unemployed,Lower middle class,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Female,19,16-24,Hindi,Single,Middle,Unemployed,Upper middle class,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Female,19,16-24,Other,Single,Higher,Student,Lower middle class,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Female,19,16-24,Other,Single,Middle,Unemployed,Lower middle class,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Female,20,16-24,Hindi,Single,Higher,Student,Lower middle class,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Female,20,16-24,Hindi,Single,Middle,Student,Upper middle class,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Female,21,16-24,Hindi,Single,Higher,Part time (less than 30 hours a week),Lower middle class,Other,1
2023,India,IN-DL Delhi,Urban,Hindi,Female,21,16-24,Hindi,Single,Higher,Student,Lower middle class,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Female,22,16-24,Hindi,Married,Higher,Don't know,Don't know,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Female,22,16-24,Hindi,Single,Higher,Student,Upper class,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Female,22,16-24,Hindi,Single,Middle,Full time (30 hours a week or more),Lower middle class,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Female,23,16-24,Hindi,Single,Higher,Student,Upper middle class,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Female,25,25-34,Hindi,Married,Lower,Unemployed,Lower middle class,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Female,27,25-34,Bengali; Bangla,Married,Middle,Homemaker not otherwise employed,Lower middle class,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Female,27,25-34,Hindi,Married,Higher,Full time (30 hours a week or more),Upper middle class,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Female,27,25-34,Hindi,Single,Higher,Full time (30 hours a week or more),Upper middle class,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Female,27,25-34,Hindi,Single,Higher,Unemployed,Lower middle class,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Female,28,25-34,Hindi,Married,Higher,Full time (30 hours a week or more),Upper class,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Female,28,25-34,Hindi,Married,Higher,Full time (30 hours a week or more),Upper middle class,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Female,28,25-34,Hindi,Married,Middle,Unemployed,Upper class,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Female,28,25-34,Other,Married,Higher,Full time (30 hours a week or more),Upper middle class,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Female,30,25-34,Hindi,Married,Lower,Unemployed,Lower class,Muslim,1
2023,India,IN-DL Delhi,Urban,Hindi,Female,30,25-34,Other,Married,Higher,Full time (30 hours a week or more),Upper middle class,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Female,31,25-34,Hindi,Married,Higher,Homemaker not otherwise employed,Upper middle class,Hindu,2
2023,India,IN-DL Delhi,Urban,Hindi,Female,32,25-34,Hindi,Married,Lower,Unemployed,Don't know,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Female,33,25-34,Hindi,Married,Higher,Full time (30 hours a week or more),Upper class,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Female,34,25-34,Hindi,Married,Higher,Full time (30 hours a week or more),Upper class,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Female,35,35-44,Bengali; Bangla,Married,Lower,Homemaker not otherwise employed,Working class,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Female,36,35-44,Hindi,Married,Middle,Full time (30 hours a week or more),Upper middle class,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Female,37,35-44,Hindi,Married,Middle,Homemaker not otherwise employed,Lower middle class,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Female,37,35-44,Hindi,Married,Middle,Homemaker not otherwise employed,Upper middle class,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Female,38,35-44,Hindi,Married,Middle,Homemaker not otherwise employed,Lower middle class,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Female,39,35-44,Hindi,Married,Higher,Full time (30 hours a week or more),Lower middle class,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Female,40,35-44,Hindi,Married,Lower,Homemaker not otherwise employed,Lower middle class,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Female,40,35-44,Hindi,Married,Middle,Full time (30 hours a week or more),Upper class,Muslim,1
2023,India,IN-DL Delhi,Urban,Hindi,Female,41,35-44,Hindi,Married,Middle,Homemaker not otherwise employed,Lower middle class,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Female,41,35-44,Other,Married,Middle,Homemaker not otherwise employed,Upper class,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Female,46,45-54,Hindi,Married,Higher,Full time (30 hours a week or more),Upper middle class,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Female,46,45-54,Hindi,Married,Middle,Unemployed,Upper middle class,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Female,47,45-54,Hindi,Married,Middle,Homemaker not otherwise employed,Lower middle class,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Female,48,45-54,Hindi,Married,Middle,Homemaker not otherwise employed,Upper class,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Female,49,45-54,Hindi,Married,Lower,Homemaker not otherwise employed,Lower middle class,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Female,50,45-54,Hindi,Married,Middle,Part time (less than 30 hours a week),Lower class,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Female,50,45-54,Other,Married,Don't know,Homemaker not otherwise employed,Lower middle class,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Female,52,45-54,Hindi,Married,Higher,Self employed,Lower middle class,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Female,54,45-54,Hindi,Married,Lower,Homemaker not otherwise employed,Working class,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Female,54,45-54,Hindi,Married,Lower,Self employed,Lower middle class,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Female,55,55-64,Hindi,Married,Middle,Homemaker not otherwise employed,Lower middle class,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Female,57,55-64,Don´t know,Widowed,Lower,Homemaker not otherwise employed,Lower middle class,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Female,62,55-64,Hindi,Married,Lower,Homemaker not otherwise employed,Upper middle class,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Female,62,55-64,Hindi,Married,Middle,Homemaker not otherwise employed,Don't know,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Female,65,65 and more years,Hindi,Married,Lower,Homemaker not otherwise employed,Working class,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Female,65,65 and more years,Hindi,Married,Lower,Other,Upper middle class,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Female,65,65 and more years,Other,Widowed,Lower,Homemaker not otherwise employed,Lower middle class,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Female,66,65 and more years,Other,Widowed,Lower,Homemaker not otherwise employed,Lower middle class,Muslim,1
2023,India,IN-DL Delhi,Urban,Hindi,Female,75,65 and more years,Hindi,Married,Middle,Unemployed,Upper class,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Female,77,65 and more years,Other,Widowed,Lower,Homemaker not otherwise employed,Working class,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Male,16,16-24,Hindi,Single,Lower,Unemployed,Working class,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Male,16,16-24,Hindi,Single,Middle,Self employed,Upper middle class,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Male,16,16-24,Hindi,Single,Middle,Student,Lower middle class,Hindu,3
2023,India,IN-DL Delhi,Urban,Hindi,Male,16,16-24,Hindi,Single,Middle,Student,Upper middle class,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Male,16,16-24,Other,Single,Middle,Student,Upper middle class,Hindu,2
2023,India,IN-DL Delhi,Urban,Hindi,Male,17,16-24,Bengali; Bangla,Single,Lower,Unemployed,Lower class,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Male,17,16-24,Hindi,Single,Lower,Full time (30 hours a week or more),Working class,Muslim,1
2023,India,IN-DL Delhi,Urban,Hindi,Male,17,16-24,Hindi,Single,Lower,Self employed,Lower middle class,Muslim,1
2023,India,IN-DL Delhi,Urban,Hindi,Male,17,16-24,Hindi,Single,Lower,Student,Don't know,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Male,17,16-24,Hindi,Single,Lower,Student,Lower middle class,Catholic (Roman/Greek/etc),1
2023,India,IN-DL Delhi,Urban,Hindi,Male,17,16-24,Hindi,Single,Middle,Homemaker not otherwise employed,Lower middle class,Muslim,1
2023,India,IN-DL Delhi,Urban,Hindi,Male,17,16-24,Hindi,Single,Middle,Student,Lower middle class,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Male,17,16-24,Hindi,Single,Middle,Student,Upper middle class,Hindu,2
2023,India,IN-DL Delhi,Urban,Hindi,Male,17,16-24,Hindi,Single,Middle,Student,Working class,Hindu,3
2023,India,IN-DL Delhi,Urban,Hindi,Male,17,16-24,Hindi,Single,Middle,Student,Working class,Muslim,1
2023,India,IN-DL Delhi,Urban,Hindi,Male,19,16-24,Hindi,Single,Higher,Student,Lower middle class,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Male,19,16-24,Hindi,Single,Higher,Student,Working class,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Male,19,16-24,Hindi,Single,Middle,Student,Upper middle class,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Male,20,16-24,Hindi,Single,Higher,Student,Lower middle class,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Male,20,16-24,Hindi,Single,Higher,Student,Working class,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Male,20,16-24,Hindi,Single,Middle,Student,Working class,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Male,21,16-24,Hindi,Single,Higher,Part time (less than 30 hours a week),Upper middle class,Muslim,1
2023,India,IN-DL Delhi,Urban,Hindi,Male,22,16-24,Hindi,Single,Higher,Student,Lower middle class,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Male,22,16-24,Hindi,Single,Higher,Student,Upper middle class,Hindu,1
2023,India,IN-DL Delhi,Urban,Hindi,Male,23,16-24,Hindi,Married,Higher,Full time (30 hours a week or more),Lower middle class,Hindu,1
